word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ಬೆಳೆ,ಐದು ವರ್ಷದ ಹಿಂದೆ ಚಿನ್ನದ ಧಾರಣೆ ಕಂಡು ಎಲ್ಲರಲ್ಲೂ ಸಂಚಲನ ಮೂಡಿಸಿದ್ದ ವೆನಿಲ್ಲಾ ಬೆಳೆ ಬೆಲೆ ಸ್ವಲ್ಪ ಚೇತರಿಕೆ ಕಂಡಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಮಕ್ಕಳ ಎಡವಟ್ಟಿಗೆ ಲಕ್ಷಾಂತರ ರೂಪಾಯಿಯ ತಂಬಾಕು ಬೆಳೆ ನಾಶ,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಮಾರುತಿ ಮಾಹಿತಿ ನೀಡಿ, ಪ್ರಸ್ತುತ ಮುಂಗಾರು ಹಂಗಾಮಿನಲ್ಲಿ 45 ಸಾವಿರ ರೈತರು ಬೆಳೆ ವಿಮೆ ಮಾಡಿಸಿದ್ದು, 56.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಹಳೇಬೀಡು ಭಾಗದಲ್ಲಿ ಸೂರ್ಯ ಕಾಂತಿ, ಹತ್ತಿ ಪ್ರಮುಖ ವಾಣಿಜ್ಯ ಬೆಳೆ ಗಳಾದರೂ ಈ ವರ್ಷ ಬಿತ್ತನೆ ಪ್ರಮಾಣ ಕಡಿಮೆಯಾಗಿದೆ.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಜಮೀನುಗಳಿಗೆ ನುಗ್ಗುತ್ತಿರುವ ಭೀಮಾನದಿ ಪ್ರವಾಹದ ನೀರು ಅಪಾರ ಪ್ರಮಾಣದ ಬೆಳೆ ನಾಶವಾಗಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಒಂದಿಷ್ಟು ಬಡತವನ್ನು ಮೆಟ್ಟಿನಿಲ್ಲಿಸುವಂತಹ ಬೆಳೆ ಹತ್ತಿ­.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಆಲಮೇಲ: ಎಲ್ಲರೂ ಬೆನ್ನತ್ತುವ ಬೆಳೆಗೆ ಜೋತು ಬೀಳದೆ ಹೊಸ ಬೆಳೆ ಬೆಳೆಯಬೇಕು ಎಂಬ ಆಲೋಚನೆ ಮೂಡಿತು.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ನಷ್ಟದ ಕುರಿತು ಸಮೀಕ್ಷೆಯಲ್ಲಷ್ಟೇ ನಿಖರವಾದ ಅಂಕಿ ಅಂಶಗಳು ಸಿಗಲಿದೆ ಎಂದರು.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಕೃಷಿ ಇಲಾಖೆ ಜಂಟಿ ನಿರ್ದೆÃಶಕರು ೨೦೧೫-೧೬ನೇ ಸಾಲಿನ ಬೆಳೆ ವಿಮೆ ಕುರಿತಂತೆ ಮಾಹಿತಿ ನೀಡಿ, ೮೩೭೬೬ ಫಲಾನುಭವಿಗಳಿಗೆ ೧೨೩ ಕೋಟಿ ರೂ.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ಉತ್ತಮವಾಗಿ ಬೆಳೆಯಲು ಕನಿಷ್ಠ ಆರು ತಾಸುಗಳವರೆಗೆ ಭೂಮಿಯು ಮರದ ನೆರಳಿನಲ್ಲಿರಬೇಕು.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಓದಿದ್ದು ಸೈಕಾಲಜಿ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್- ಆದ್ರೂ, ಬರಡು ಭೂಮಿಯಲ್ಲಿ ಬೆಳೆದ್ರು ಬಂಗಾರದ ಬೆಳೆ","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಭತ್ತದ ಇಳುವರಿ ಕಡಿಮೆಯಾಗಿ ದ್ದರಿಂದ ಗದ್ದೆಗಳನ್ನು ಶುಂಠಿ ಬೆಳೆ ಆವರಿಸಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ತುಮಕೂರು ಜಿಲ್ಲೆಯಲ್ಲಿ ನೀರಿನ ಅಭಾವವಿದೆ, ರೈತರು ಬೆಳೆ ಇಲ್ಲದೆ ಸಂಕಷ್ಟದಲ್ಲಿದ್ದಾರೆ, ಎಲ್ಲಾ ಸಮಸ್ಯೆಗಳು ನನ್ನ ಅರಿವಿಗೆ ಬಂದಿವೆ.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಪ್ರತಿ ಬೆಳೆ ಮುಗಿದಾಗ ಸಾಕಾಣಿಕಾ ಮನೆಯನ್ನು ಬ್ಲೀಚಿಂಗ್ ಮತ್ತು ಡೆಟಾಲ್‌ ಹಾಕಿ ನಾಲ್ಕು ಸಲ ತೊಳೆಯುತ್ತಾರೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ಹಾನಿ ಸಮೀಕ್ಷೆಗೆ ಬಂತು ಡ್ರೋನ್ ಸರ್ವೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಇದನ್ನು ಗಮನಿಸಿದರೆ ಅವರು ಈ ಬಿಳಿ ಜೋಳ, ಗೋದಿ ಇತ್ಯಾದಿ ಹಿಂಗಾರಿ ಬೆಳೆ ಬೆಳೆಯುವ ನೆಲದಲ್ಲಿ ಇದ್ದರು.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ಸಹಿತ ಮಣ್ಣನ್ನೂ ಕಿತ್ತುಕೊಂಡು ಹೋಗಿರುವ ಈ ಹಳ್ಳದ ನೀರು ಸದ್ಯ ಸಂಪೂರ್ಣ ಇಳಿಮುಖವಾಗಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬಿತ್ತನೆ ಮಾಡಿದ ಬೆಳೆ ಹೊಲದಲ್ಲೇ ಕಮರಿ ಹೋಗುತ್ತಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ರಾಗಿ ಬೆಳೆ ನಷ್ಟದ ಸರ್ವೆಗೆ ಸೂಚನೆ,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ತಮಿಳುನಾಡಿನಲ್ಲಿ ವರ್ಷಕ್ಕೆ ಮೂರು ಬೆಳೆ ಬೆಳೆಯಲಾಗುತ್ತಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಆದರೆ ರಕ್ತ, ಬೆವರು ಸುರಿಸಿ, ಗಿಡ ಗೆಂಟೆ ಕಡಿದು, ಕಲ್ಲುಮಣ್ಣು ಸುರಿದು ಭೂಮಿಯನ್ನು ಹಸನುಗೊಳಿಸಿ, ಬೀಜ ಬಿತ್ತಿ, ಬೆಳೆ ಬೆಳೆದು ಅನ್ನ ನೀಡುವ ರೈತನಿಗೆ .","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ತೊಗರಿ ಬೆಳೆ ಖರೀದಿ ಕೇಂದ್ರ ಆರಂಭ ಮಾಡುವಂತೆ ಒತ್ತಾಯಿಸಿ ರೈತ ಪರ ಸಂಘಟನೆಗಳಿಗೆ ಇಂದು ಬೀದರ್ ಬಂದ್ ಗೆ ಕರೆನೀಡಿವೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ವೈಫಲ್ಯ ಮತ್ತು ಸಾಲದ ಬಾಧೆಯಿಂದ ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡಿದ್ದ ರೈತ ಶೇಕ್ ಫರೀದ್ ಮನೆಯಲ್ಲಿ ಇಂದಿಗೂ ನಿರವಮೌನ ಆವರಿಸಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಅನ್ನದಾತರಿಗೆ ಪುಡಿಗಾಸು ಪರಿಹಾರ- ನದಿಯಲ್ಲಿ ನೀರಿಲ್ಲದಿದ್ರೂ ಸಮೃದ್ಧ ಬೆಳೆ ಎಂದು ಸರ್ಕಾರಕ್ಕೆ ವರದಿ,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
